AGE,YEARS_OF_EXPERIENCE,CURRENT_SALARY
46,9,101182
33,11,102185
26,3,124056
55,12,83978
58,7,167116
36,2,77138
57,4,192782
36,7,43933
64,11,114260
44,22,125147
27,3,119767
64,5,197663
42,10,139609
44,21,124969
64,22,196583
37,2,142597
36,8,47875
46,17,32295
57,18,129412
32,4,194399
36,13,74909
25,1,120412
42,20,86400
34,2,44449
43,11,128493
40,16,117819
55,14,189324
35,1,183224
25,1,59381
48,25,131299
50,4,183788
49,7,105504
56,31,118771
29,0,53903
37,11,123106
63,35,119102
57,23,118641
51,14,82521
39,17,81505
23,0,55106
34,9,165596
25,0,93478
47,2,55418
46,9,150434
51,12,195344
32,7,77252
28,4,83559
52,13,170279
31,6,33028
60,36,155233
34,1,104332
52,4,43831
28,2,106583
63,41,187727
63,4,151461
57,28,81311
41,14,32859
25,2,176707
28,1,126666
22,0,31073
63,8,159591
34,6,183972
43,16,196078
42,1,174057
43,3,124799
49,16,163196
30,2,37380
47,9,130431
30,2,43340
36,2,102496
31,5,148947
45,22,125444
63,14,173521
29,5,169444
45,16,156640
37,9,55627
47,2,121390
48,8,107139
58,12,36914
25,2,108743
45,4,162941
40,9,154655
57,34,108611
60,5,179767
31,8,68417
46,20,130400
39,5,177971
40,18,69217
57,9,171003
31,2,64209
54,21,196656
26,4,190477
56,2,102305
55,1,83026
54,5,130854
42,1,41962
38,8,66160
43,20,103811
58,13,112406
36,12,154127
56,26,56476
49,19,114379
28,5,44596
53,1,138910
32,7,56464
31,8,120468
30,4,85741
35,10,68371
34,4,96226
46,15,100218
23,0,154360
56,25,132447
28,2,95346
42,14,164106
39,2,134806
24,2,64362
63,3,165986
60,10,155950
62,28,142883
32,6,81594
60,30,181653
45,14,191208
40,6,131758
25,2,150649
47,19,122264
59,9,84728
63,20,54004
53,20,99339
60,22,178306
57,25,151486
61,8,194655
58,23,89964
54,32,199133
57,35,190820
24,0,161954
30,5,124700
29,3,99622
54,29,176752
27,0,192020
62,17,88395
60,28,85683
25,1,134440
34,2,52269
23,0,181886
26,0,122990
48,9,180642
53,24,106555
42,19,86876
29,6,87339
59,15,69909
29,2,77464
24,1,189704
24,2,126977
43,10,122223
27,1,39972
23,0,193358
44,15,128949
23,1,191164
59,31,197996
38,9,178805
56,31,145846
55,1,168196
44,2,115429
51,12,168883
29,7,181903
43,7,37285
57,13,83692
26,4,177836
34,5,151130
50,1,142413
52,1,133915
37,9,97688
63,31,143202
51,19,47810
37,15,30796
33,4,151900
38,0,188100
37,3,122154
33,6,55449
29,2,184061
41,8,129304
24,2,179692
37,11,178438
51,24,122235
44,12,149825
49,11,48988
61,2,111632
26,3,165952
41,1,197664
61,36,193088
22,0,49400
51,11,110267
42,17,92695
41,9,138200
27,0,191414
43,12,81566
39,16,119281
29,7,78514
60,35,186286
53,17,184787
54,7,133880
37,4,121890
33,1,97253
59,25,64779
55,23,147014
35,12,190261
57,21,176933
54,23,189997
44,4,53464
23,0,62731
62,38,178130
42,16,103248
23,1,148933
48,16,87475
30,0,86026
22,0,144979
32,0,102634
24,0,172931
44,22,36713
47,10,41004
25,3,38290
39,16,38188
27,3,163518
56,9,88225
43,19,122896
64,32,114155
36,2,121539
43,10,30406
58,20,184721
63,10,53033
33,6,45637
63,39,137143
59,19,195442
39,10,139866
56,32,160450
51,26,57660
45,16,139173
63,34,90509
51,15,35926
35,11,144262
27,4,107164
24,1,40402
37,15,167911
28,6,149650
35,0,183112
30,5,196492
36,5,96415
42,3,94209
56,26,54748
23,1,151908
48,25,141987
23,0,184609
56,30,99162
39,8,196437
35,10,172537
41,18,57048
39,7,155327
31,0,118982
46,18,196324
23,1,161964
46,5,194958
54,24,182883
57,9,177968
52,26,131895
35,10,174366
22,0,135695
37,1,166656
24,2,34389
56,7,173587
62,12,109705
27,0,183688
46,14,80028
34,5,96855
55,26,43794
29,2,131140
42,13,156778
55,13,45840
25,3,178182
46,16,41228
36,12,190881
25,3,79122
33,11,45719
53,3,79725
53,8,146573
49,16,93621
34,3,31056
52,17,121001
35,5,190441
41,15,65739
39,16,188853
50,12,62839
27,2,80443
53,11,185939
50,14,154635
64,34,72107
23,1,125392
44,17,33266
40,11,36239
52,21,51339
26,2,174302
40,15,138534
55,12,123207
31,3,116589
46,8,103162
23,1,156706
32,3,192387
52,30,67934
36,4,85369
30,4,133599
44,22,143366
40,6,98051
30,7,70242
56,20,36458
42,15,79841
30,5,36583
49,17,123313
28,6,90989
37,8,73617
37,9,115380
54,7,82040
25,3,67606
25,3,99817
60,22,148431
61,9,66916
38,9,159780
58,2,134045
60,18,61706
50,22,177707
57,5,94240
59,22,48127
60,28,140343
58,16,108176
56,30,174087
28,1,85280
48,6,194696
49,26,183306
43,17,198088
35,4,180711
28,4,98350
58,17,40001
43,4,102595
26,0,41107
23,0,193675
48,7,152789
42,1,141868
59,33,113204
36,3,115574
42,20,120790
31,3,170199
44,1,196562
60,6,51284
26,3,112691
22,0,41587
34,11,39643
42,15,117641
47,3,131809
42,4,126328
39,0,123772
58,35,166371
53,10,188570
57,26,190922
38,15,118081
56,30,123577
32,10,44501
42,6,165587
47,24,89173
25,2,63801
55,20,162742
39,9,44414
61,3,197050
56,5,182457
62,36,170748
50,7,54558
50,17,126839
59,2,176482
63,11,30906
42,13,41905
63,11,154589
34,0,132091
62,25,63597
38,15,130105
30,2,103190
62,18,142042
22,0,58337
23,0,78036
50,9,179036
54,6,173952
31,5,186323
61,18,117209
42,14,76943
49,20,54663
32,8,103556
55,33,44724
29,7,177807
43,4,67941
29,7,33086
36,4,108866
38,6,83961
44,3,114552
45,10,167111
40,5,143091
26,3,55149
53,16,73232
22,0,43615
44,0,33845
58,21,65835
29,4,115554
34,9,157907
29,3,142293
44,5,143623
64,39,184152
22,0,77478
45,13,195002
56,32,184230
45,10,63284
38,2,55246
26,3,147587
41,3,143984
42,5,101038
61,8,167505
52,15,35718
57,20,192393
32,3,169450
36,0,158806
40,8,188294
28,3,95605
49,7,40513
64,28,40745
26,2,152229
26,2,52910
51,9,183017
53,0,165824
29,4,71782
31,5,180960
59,15,124243
53,3,145116
49,21,41067
38,3,199986
52,14,155419
29,4,70763
61,10,59033
46,12,171337
30,8,173500
23,1,67882
36,11,83462
24,0,130547
57,18,63479
25,2,173035
35,9,146231
62,14,89459
62,14,148561
46,4,124063
31,7,89771
42,4,106465
57,29,136033
33,11,31023
48,19,118273
61,23,122270
23,1,176164
34,11,158474
53,30,51701
52,24,152651
37,6,150360
53,15,131069
53,5,154932
55,33,41205
32,7,135614
31,8,134485
36,11,139199
38,11,190838
61,4,39621
39,3,138637
30,0,94204
46,17,70794
61,32,195341
35,3,42461
46,18,134195
43,17,37156
51,4,154274
41,5,66584
42,10,184256
53,28,33464
42,3,62910
56,13,183414
53,31,171513
51,2,91110
60,32,36604
33,7,83033
62,3,47183
39,14,91441
42,4,186384
34,8,99292
42,13,120886
29,7,108721
61,36,30613
28,0,112340
44,17,88379
53,29,37942
32,10,49595
43,9,111997
43,0,119111
64,25,193424
46,8,68451
43,0,75053
49,23,146472
50,6,133241
34,9,72437
39,2,40523
23,0,118128
50,13,72484
42,11,78741
36,11,151317
48,2,86497
52,17,96467
36,0,128225
44,2,161141
45,15,194099
34,0,145790
43,9,131047
64,26,140845
58,11,125257
54,8,158631
24,2,142410
40,13,151519
44,11,151337
50,28,94228
51,12,98301
60,28,104679
46,12,74319
58,24,171228
29,1,185755
63,34,80707
37,4,105132
29,5,104166
22,0,115132
26,1,188196
24,2,197780
22,0,47698
25,1,138070
61,14,48610
56,0,163818
53,1,83512
63,19,130648
55,29,146846
64,34,90764
46,13,175558
31,8,49187
42,12,149380
60,14,118773
48,7,61101
48,14,154117
23,1,53953
62,9,94758
34,4,49501
30,3,56662
57,7,135617
43,1,104973
63,26,168912
47,19,36981
33,0,139522
38,7,159700
35,3,145665
35,1,89341
55,6,166003
41,19,101792
32,0,191670
37,14,118421
52,19,170449
27,5,115420
40,1,99193
58,15,56942
25,0,121528
25,3,91048
41,14,180438
31,3,39719
45,17,176971
56,13,100439
47,24,109545
58,3,188631
59,8,187830
42,16,127695
61,18,150761
60,14,149987
42,18,183974
31,5,119914
59,36,131645
25,2,114816
41,7,58158
38,9,47375
28,1,93149
25,1,59362
50,13,196913
35,4,69835
24,1,143305
45,1,69110
58,35,55363
37,5,148884
25,3,154065
45,17,147880
55,31,76608
51,1,197214
39,11,75569
40,12,73422
52,25,132376
40,16,184970
40,10,84793
43,13,149573
45,13,195139
33,2,47578
51,9,151508
59,24,186760
52,5,58542
57,34,126324
40,15,156313
57,15,83835
51,27,81089
54,14,52140
39,9,124900
49,27,36235
32,2,64386
54,29,162624
38,1,132669
27,4,123730
25,3,61816
41,13,106247
48,17,81145
36,8,67609
27,1,131274
35,6,82450
32,3,103222
60,16,106241
30,3,136867
47,10,155999
37,2,147015
26,3,100546
31,5,73363
24,0,59944
34,8,165305
64,12,105964
51,1,66167
27,2,44387
38,12,120038
40,1,179947
63,4,156661
56,12,136971
47,25,186213
26,4,125751
50,23,127485
58,35,162884
41,6,102639
42,15,50210
31,3,168009
26,2,133880
57,19,190611
27,0,177153
47,6,85261
25,1,156194
60,7,98874
60,30,38014
56,15,84514
22,0,140228
45,12,140902
57,15,40510
27,4,131603
62,20,51180
52,24,172444
41,9,37756
45,12,160842
46,14,55787
57,34,168227
42,20,135860
51,11,77807
45,9,38422
63,16,139673
51,11,191955
43,16,178571
49,15,54592
28,3,88134
56,6,47526
49,25,145646
35,11,59631
31,7,165505
37,10,123487
37,6,143190
52,11,173352
63,20,188167
46,13,104305
34,0,76992
27,4,157138
30,3,181490
57,9,166519
64,1,145458
41,8,49890
39,17,30448
64,37,114602
42,18,75506
25,3,103229
54,18,125072
48,4,41630
28,1,104908
27,2,191774
36,3,131243
39,12,105835
53,15,33301
32,7,147385
41,17,136982
45,20,199510
36,10,36889
28,2,107588
42,8,46928
63,31,126375
47,23,126479
35,10,151100
58,31,196947
42,14,136764
39,5,71928
26,2,30029
24,0,152019
44,4,138070
47,23,106697
58,34,101153
45,15,106343
40,5,102755
46,17,104907
42,20,190395
33,0,198207
62,33,166823
54,2,94091
25,0,79884
63,3,161290
28,6,143004
43,0,80168
54,26,145878
38,4,85949
45,20,148729
55,14,184322
49,2,65475
64,9,125134
62,0,79247
60,13,171453
43,16,196577
38,14,57625
55,23,67483
27,0,50553
27,4,52613
55,30,53696
22,0,79890
31,0,109032
42,0,136395
26,4,151592
23,1,158673
43,0,169477
23,0,69815
31,8,140765
55,17,115969
37,9,111127
60,1,168850
43,16,182981
33,11,139539
45,21,105307
61,27,176623
59,11,56852
31,1,121801
56,6,46469
53,9,143433
28,1,31784
42,6,196868
41,19,113351
47,16,132065
25,2,34140
43,11,54499
36,4,73815
61,25,51021
42,2,90467
36,5,89023
43,12,56997
49,14,134553
35,9,134503
48,7,80174
62,14,160678
61,19,104536
49,21,75477
47,2,92854
23,0,107798
46,2,183816
24,1,148725
29,6,119461
54,24,172029
63,35,174953
56,30,84813
27,0,196997
60,0,51989
44,22,69905
46,5,70635
64,5,82319
40,15,133787
26,3,94057
32,10,98722
33,5,179562
31,9,68648
29,1,164559
45,16,185429
49,1,64107
62,14,82291
57,13,138283
58,36,39425
42,15,153394
29,4,64808
30,0,126932
36,14,145949
61,4,123624
39,8,197623
63,34,147343
41,18,101340
27,5,39429
33,0,131416
23,0,156019
28,6,177599
37,10,96071
24,0,130892
24,0,174045
48,18,96060
64,9,93322
61,25,134354
59,4,34188
54,19,78193
49,5,150034
22,0,113818
29,6,170782
58,34,119103
53,21,133428
64,24,31439
58,8,86906
25,0,159829
51,16,50991
27,5,47507
40,11,108175
53,3,67281
30,1,117069
33,6,152225
32,3,42826
37,2,32406
22,0,164736
42,19,98668
51,24,38335
34,9,45808
55,25,190145
25,2,37693
49,0,76067
59,17,125924
52,25,80299
48,14,96616
26,3,79257
46,7,92128
24,1,104170
54,24,102223
25,3,55924
46,5,186780
41,18,63841
55,24,95006
47,2,161187
26,4,71873
56,18,114757
49,25,90036
50,7,64687
30,1,116724
59,5,189024
27,2,156281
40,4,87339
32,6,177744
23,0,180056
30,6,171543
42,10,134412
45,11,112442
55,6,191993
43,2,134649
24,0,111386
33,4,142054
49,14,105644
51,11,120455
47,24,67726
42,8,31085
49,3,73156
47,4,54524
54,5,126847
42,5,102076
56,27,96498
55,28,126683
62,35,132219
39,17,48431
32,8,125949
44,13,30915
43,3,93747
38,0,65350
26,0,53691
32,5,162447
51,17,153801
36,1,187020
48,19,105883
56,20,34936
54,24,143148
41,0,182545
37,9,173530
55,26,94406
23,1,144709
56,5,73305
61,35,180448
49,7,35535
60,36,185859
27,4,44215
30,2,132622
41,12,98372
22,0,164222
29,2,88688
44,8,176422
24,1,138826
25,2,149953
46,15,79229
59,9,119388
36,1,107641
42,5,81440
56,27,113946
35,4,184688
57,26,166426
33,4,129295
38,15,41374
60,4,106079
30,5,49979
56,16,78544
34,3,55711
36,11,189594
39,15,171652
54,12,32912
27,3,50431
48,3,190329
44,4,44865
48,9,92266
55,0,109649
59,25,45758
35,5,101139
57,24,181892
29,5,45811
56,28,51472
40,10,94086
51,13,73063
35,13,102893
41,19,167247
46,4,135387
61,19,161876
45,10,195401
35,9,60867
47,22,56848
59,12,114143
44,15,48065
43,10,31377
40,5,178165
24,1,107139
63,20,82189
40,9,186026
30,7,160780
49,18,94653
41,7,147992
28,2,99211
35,6,160012
30,4,50877
40,12,35657
35,5,156689
59,7,176581
57,12,185384
61,37,93319
38,5,193445
51,21,64544
30,8,182615
54,1,100286
46,23,59528
35,7,109726
32,3,94080
56,28,143784
62,18,121153
35,13,173388
51,22,51207
62,4,128808
25,3,164150
25,3,124594
49,4,117182
29,4,187345
23,0,74650
62,16,127332
43,21,183670
62,9,90207
37,13,183544
50,25,175183
51,12,194328
33,1,60441
56,28,90279
32,9,74200
42,15,53070
42,18,50097
26,3,98349
41,17,114673
58,32,53153
24,2,185778
54,26,173478
30,8,177400
30,0,119418
25,2,57163
56,34,156459
38,2,96986
55,6,46396
45,7,65603
53,22,124673
22,0,157577
29,0,34223
44,18,142561
61,25,82083
33,5,60643
33,6,56036
36,1,47903
62,0,127969
40,3,104817
47,8,175085
50,7,88993
43,16,73354
61,33,134914
42,17,95000
59,37,52361
41,18,67041
50,7,130524
25,3,94255
28,2,183688
49,12,58902
49,14,137997
25,1,33265
43,11,127264
33,0,72907
24,1,86632
43,3,96456
23,1,96002
45,13,116668
55,5,155406
48,3,123059
62,9,185262
22,0,154604
29,4,182994
44,10,165948
59,29,153606
27,1,111897
43,16,169084
46,15,94057
39,11,73502
38,15,118307
33,1,59852
27,3,125365
47,23,67903
48,22,100422
29,7,152790
40,10,34647
63,4,196614
22,0,51506
50,1,150264
56,7,50229
61,1,92083
35,13,75459
56,21,80788
41,3,41908
34,10,97469
59,10,53570
29,3,136970
64,33,99213
41,5,81170
54,10,113009
47,10,120561
60,35,166078
42,13,182007
63,29,149269
64,14,85350
62,25,120656
30,2,174963
45,5,160457
58,27,103638
62,25,129052
38,0,62096
45,23,66786
42,19,95691
60,12,103018
62,28,140344
60,37,57945
34,6,177705
32,6,54929
40,0,67741
32,3,185282
34,3,195917
22,0,146050
61,4,158202
40,18,119680
33,1,114041
29,2,189695
29,5,55992
33,5,138469
54,12,82193
47,14,110124
60,7,52391
49,8,183536
26,3,64159
29,5,174095
46,19,55295
48,12,170821
44,19,105130
51,12,185752
44,18,81406
41,3,169743
39,11,191967
39,11,71837
23,1,197128
25,1,192151
51,26,91332
54,19,33662
57,5,57789
39,4,66637
58,20,55603
40,3,142663
49,7,35597
61,19,151677
41,3,109837
54,11,183503
33,5,73688
36,11,35581
62,9,126516
60,32,109203
23,1,159530
50,13,148666
62,38,132856
31,2,132269
23,1,162799
32,6,144285
34,2,50998
31,7,178442
35,10,90327
39,17,145172
30,2,138098
60,35,183265
49,5,109200
24,1,175708
41,9,163382
27,1,133776
48,5,77268
23,1,183929
50,26,169631
59,28,110250
24,2,58455
37,1,104701
51,27,144931
61,22,77892
23,0,37396
38,15,68639
62,8,58744
33,3,73403
56,24,118669
64,35,140657
22,0,59379
36,6,143759
47,21,94130
58,31,130702
42,13,189516
52,22,77983
46,14,104967
44,15,186049
45,5,64040
59,5,174958
49,18,54266
42,0,159786
64,14,69198
39,9,173599
57,2,161383
56,17,150471
30,3,65332
59,34,131803
51,9,98877
55,10,101422
53,29,112249
24,2,92604
24,2,180374
49,24,35529
36,12,34833
62,31,165597
44,17,196825
61,32,174748
32,1,99770
53,7,144963
57,17,179271
54,23,73619
45,17,71722
60,2,142177
55,28,137157
49,17,102222
58,13,181955
28,3,60896
25,0,80388
58,15,160620
22,0,99555
22,0,61970
41,14,74278
40,8,46676
50,11,54100
31,1,75624
39,14,94585
49,27,158704
56,7,194939
64,15,75417
52,6,199151
48,25,86801
32,9,198825
59,22,78916
26,4,140007
29,6,58472
55,10,164303
33,9,189310
59,8,79057
22,0,113559
52,26,171915
25,1,84450
26,0,62889
51,18,171175
45,11,115267
24,2,118721
32,4,141199
25,1,155763
47,10,176080
48,22,189169
64,18,68287
48,9,169957
63,36,150775
27,2,120788
36,13,53604
51,16,82486
63,6,123428
58,8,148655
58,26,193277
63,3,74039
58,17,75714
56,8,78667
44,22,42324
27,1,38679
25,1,99807
39,4,170457
30,5,126397
50,26,102586
34,3,106003
38,12,64815
53,31,123133
43,4,163845
25,2,181065
26,3,104554
58,24,115735
62,28,119711
34,1,157267
55,5,131490
43,12,150971
44,16,118227
24,2,188262
63,17,75437
55,23,95282
53,29,94862
42,15,38060
42,10,142875
32,9,127770
60,0,105921
25,0,198688
22,0,127699
49,20,56970
45,21,178964
56,22,51059
34,1,79325
55,25,33011
32,3,138608
57,27,194568
38,6,90202
56,31,194896
39,8,48064
61,20,97786
43,9,62421
45,10,78070
40,17,139592
58,36,140493
60,8,154103
42,18,189507
29,7,182898
49,25,133376
26,2,126280
38,1,63196
58,2,89971
57,6,196219
40,14,68380
48,0,118812
55,7,33318
32,2,183021
33,7,50494
42,14,146698
32,0,39093
60,27,52368
49,6,100918
26,1,126002
38,9,59346
41,5,145716
62,17,30573
33,1,178138
27,5,172598
38,11,187799
40,8,38364
47,2,79316
53,23,150956
27,5,115663
57,10,121177
59,3,196409
32,6,73510
54,19,165817
45,23,189505
44,22,146798
36,12,52858
48,7,80150
32,6,45658
38,2,150008
35,11,100709
48,3,34746
39,0,121557
49,6,82661
25,3,122108
28,0,172921
56,8,52551
30,3,46298
29,7,112919
38,0,78074
38,0,155777
54,21,58813
53,7,36037
29,6,119327
40,4,53744
59,30,38053
24,0,77208
26,1,94335
34,6,160044
52,2,107948
37,3,188447
53,6,106439
43,10,94039
50,11,189406
43,9,117685
64,8,171947
24,1,91559
31,2,176704
63,41,96337
42,4,128670
37,2,173284
33,8,133913
23,0,88963
62,39,132723
45,20,60090
56,10,79301
51,14,190304
51,11,96138
56,13,72467
40,4,158115
29,6,42087
47,19,157004
61,28,42554
28,6,78990
51,6,136319
28,0,185089
24,0,146107
22,0,136299
57,7,128790
46,18,81793
58,24,145332
22,0,175917
36,6,50672
58,20,94098
34,12,60343
61,8,108115
29,3,31290
26,2,54713
30,1,37952
22,0,184653
57,35,180781
56,18,190844
23,0,166777
61,19,106716
44,6,155287
30,8,174130
55,32,101775
35,3,80577
25,3,31379
51,9,148546
52,20,192015
59,3,92371
32,3,157216
56,31,133853
29,6,99343
24,0,110647
35,3,35946
34,7,160911
53,4,194003
55,33,80917
40,0,119687
59,23,54820
37,10,110659
23,0,143098
61,24,174678
38,13,191730
55,23,109311
63,34,62443
37,5,79975
59,30,68832
23,0,181006
23,0,50879
47,18,105841
34,1,122897
52,0,96057
55,16,63736
60,13,95022
24,0,34173
29,0,99881
44,12,139327
35,8,92748
48,9,157826
50,20,119941
60,32,184865
60,26,141295
22,0,75820
38,12,140941
62,5,78692
51,20,148073
34,8,161034
42,17,106772
40,4,102952
40,8,173661
46,2,47285
43,9,196805
52,2,52553
38,16,43607
44,6,119259
53,9,49465
31,8,151157
31,5,180960
57,25,77321
29,1,77156
41,9,177946
53,27,35697
35,11,133577
49,27,106019
45,7,38144
36,0,39960
43,7,162622
51,2,168292
25,3,88137
34,1,47320
44,14,84653
29,0,44743
39,9,34799
